model_name,Fraction inside ellipse (center 0 0; a=10; b=30)
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MSE_Phi_MAE_Topology_MAE,0.759694
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MSE_Nu_Phi_MSE_Topology_MAE,0.759376
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAPE_Phi_MACE_Topology_MAE,0.759272
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAPE_Topology_MAE,0.759198
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Mom_X_MSE_Mom_Y_MSE_Mom_Z_MSE_Topology_MAE,0.758895
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAPE_Phi_MSE_Topology_MAE,0.757057
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MSE_Topology_MAE,0.7566
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MAE_Nu_Phi_MAE_Topology_MAE,0.754471
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAPE_Phi_MAE_Topology_MAE,0.753983
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Phi_MACE_Topology_MAE,0.753535
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAPE_Phi_MSE_Topology_MAE,0.753032
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MACE_Phi_MAE_Topology_MAE,0.752517
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Phi_MAPE_Topology_MAE,0.752353
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MAPE_Nu_Phi_MAPE_Topology_MAE,0.752308
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAE_Topology_MAE,0.750824
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MACE_Topology_MAE,0.748347
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Topology_MAE,0.747674
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MSE_Topology_MAE,0.746766
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Topology_MAE,0.745595
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MACE_Phi_MACE_Topology_MAE,0.74382
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MSE_Topology_MAE,0.7437
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MAE_Nu_Phi_MAE_Topology_MAE,0.742675
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Topology_MAE,0.741924
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Topology_MAE,0.73947
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MSE_Phi_MACE_Topology_MAE,0.73904
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MAE_Topology_MAE,0.735663
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MACE_Nu_Phi_MACE_Topology_MAE,0.732686
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MSE_Nu_Phi_MSE_Topology_MAE,0.73165
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MSE_Nu_MomY_MSE_Nu_MomZ_MSE_Lept_Energy_MSE_Lept_MomX_MSE_Lept_MomY_MSE_Lept_MomZ_MSE_Topology_MAE,0.731463
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Topology_MAE,0.729588
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAE_Phi_MAPE_Topology_MAE,0.729487
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Phi_MAE_Topology_MAE,0.729116
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Lept_Energy_MSE_Lept_MomX_MAE_Lept_MomY_MAE_Lept_MomZ_MAE_Topology_MAE,0.726324
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Lept_Energy_MSE_Lept_MomX_MAE_Lept_MomY_MAE_Lept_MomZ_MAE_Topology_MAE,0.725562
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAE_Phi_MACE_Topology_MAE,0.725384
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MSE_Phi_MAPE_Topology_MAE,0.719667
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MAPE_Topology_MAE,0.719562
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MAPE_Nu_Phi_MAPE_Topology_MAE,0.718136
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MSE_Nu_MomY_MSE_Nu_MomZ_MSE_Topology_MAE,0.716507
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MAPE_Nu_MomY_MAPE_Nu_MomZ_MAPE_Lept_Energy_MSE_Lept_MomX_MAPE_Lept_MomY_MAPE_Lept_MomZ_MAPE_Topology_MAE,0.710794
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MSE_Topology_MAE,0.70862
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MACE_Topology_MAE,0.708054
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAPE_Phi_MACE_Topology_MAE,0.703826
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MSE_Nu_MomY_MSE_Nu_MomZ_MSE_Lept_Energy_MSE_Lept_MomX_MSE_Lept_MomY_MSE_Lept_MomZ_MSE_Topology_MAE,0.703069
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Lept_Energy_MSE_Lept_MomX_MACE_Lept_MomY_MACE_Lept_MomZ_MACE_Topology_MAE,0.701843
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_Theta_MACE_Topology_MAE,0.700095
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Topology_MAE,0.69299
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MACE_Phi_MAPE_Topology_MAE,0.692767
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Phi_MSE_Topology_MAE,0.692313
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAE_Nu_MomX_MAPE_Nu_MomY_MAPE_Nu_MomZ_MAPE_Lept_Energy_MAE_Lept_MomX_MAPE_Lept_MomY_MAPE_Lept_MomZ_MAPE_Topology_MAE,0.690219
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MAPE_Nu_Phi_MAPE_Topology_MAE,0.688409
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Mom_X_MSE_Mom_Y_MSE_Mom_Z_MSE_Topology_MAE,0.688382
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MACE_Phi_MACE_Topology_MAE,0.685436
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Topology_MAE,0.67746
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Mom_X_MSE_Mom_Y_MSE_Mom_Z_MSE_Topology_MAE,0.676251
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MAPE_Topology_MAE,0.671237
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Phi_MAPE_Topology_MAE,0.664548
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Phi_MAPE_Topology_MAE,0.65935
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MAE_Topology_MAE,0.650535
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Phi_MACE_Topology_MAE,0.650504
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Phi_MSE_Topology_MAE,0.649067
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Phi_MACE_Topology_MAE,0.648078
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Mom_X_MAE_Mom_Y_MAE_Mom_Z_MAE_Topology_MAE,0.647768
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Phi_MSE_Topology_MAE,0.647112
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Topology_MAE,0.645994
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MAE_Nu_Phi_MAE_Topology_MAE,0.645015
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Topology_MAE,0.644615
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Phi_MAE_Topology_MAE,0.642821
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MAE_Topology_MAE,0.64186
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MAPE_Topology_MAE,0.641698
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Phi_MAE_Topology_MAE,0.636898
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Mom_X_MAPE_Mom_Y_MAPE_Mom_Z_MAPE_Topology_MAE,0.636856
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Topology_MAE,0.636088
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Mom_X_MACE_Mom_Y_MACE_Mom_Z_MACE_Topology_MAE,0.635266
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MSE_Nu_Theta_MACE_Nu_Phi_MACE_Topology_MAE,0.634415
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MSE_Theta_MAE_Phi_MAPE_Topology_MAE,0.632608
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAPE_Phi_MSE_Topology_MAE,0.630482
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Phi_MACE_Topology_MAE,0.629654
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Mom_X_MACE_single_var_Mom_Y_MACE_single_var_Mom_Z_MACE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Mom_X_MAE_single_var_Mom_Y_MAE_single_var_Mom_Z_MAE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Mom_X_MAPE_single_var_Mom_Y_MAPE_single_var_Mom_Z_MAPE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Mom_X_MSE_single_var_Mom_Y_MSE_single_var_Mom_Z_MSE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Theta_MACE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Theta_MAE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Theta_MAPE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_single_var_Energy_MACE_single_var_Theta_MSE_Topology,0.628469
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Phi_MAE_Topology_MAE,0.627269
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Lept_Energy_MACE_Lept_MomX_MAE_Lept_MomY_MAE_Lept_MomZ_MAE_Topology_MAE,0.623524
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Topology_MAE,0.621111
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MSE_Nu_Phi_MSE_Topology_MAE,0.617491
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Lept_Energy_MACE_Lept_MomX_MACE_Lept_MomY_MACE_Lept_MomZ_MACE_Topology_MAE,0.614294
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Phi_MAE_Topology_MAE,0.612729
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MSE_Topology_MAE,0.610959
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MAE_Topology_MAE,0.60595
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MSE_Topology_MAE,0.603117
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Topology_MAE,0.601912
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Lept_Energy_MACE_Lept_MomX_MAE_Lept_MomY_MAE_Lept_MomZ_MAE_Topology_MAE,0.600048
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Lept_Energy_MACE_Lept_MomX_MACE_Lept_MomY_MACE_Lept_MomZ_MACE_Topology_MAE,0.59808
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MSE_Nu_MomY_MSE_Nu_MomZ_MSE_Lept_Energy_MACE_Lept_MomX_MSE_Lept_MomY_MSE_Lept_MomZ_MSE_Topology_MAE,0.589571
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MSE_Nu_MomY_MSE_Nu_MomZ_MSE_Topology_MAE,0.586319
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MAPE_Nu_MomY_MAPE_Nu_MomZ_MAPE_Topology_MAE,0.570435
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MAE_Nu_MomY_MAE_Nu_MomZ_MAE_Topology_MAE,0.557364
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Phi_MAPE_Topology_MAE,0.553727
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MACE_Phi_MACE_Topology_MAE,0.548038
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MAPE_Nu_Phi_MAPE_Topology_MAE,0.54711
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MACE_Nu_MomY_MACE_Nu_MomZ_MACE_Topology_MAE,0.540993
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MACE_Theta_MAE_Phi_MAPE_Topology_MAE,0.53793
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MACE_Nu_Phi_MACE_Topology_MAE,0.533791
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_MomX_MAPE_Nu_MomY_MAPE_Nu_MomZ_MAPE_Lept_Energy_MACE_Lept_MomX_MAPE_Lept_MomY_MAPE_Lept_MomZ_MAPE_Topology_MAE,0.520406
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_VectorLeptwNC_eventnum_All_NpNpi_Energy_MAPE_Theta_MAE_Phi_MAPE_Topology_MAE,0.513146
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MAE_Nu_Phi_MAE_Topology_MAE,0.474763
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MACE_Topology_MAE,0.464414
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MACE_Nu_Theta_MACE_Nu_Phi_MACE_Topology_MAE,0.453922
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MACE_Topology_MAE,0.190566
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MACE_Topology_MAE,0.170925
Numu_CC_Train_DUNEBeam_Flat_Ar40_p1to10_ScalarLeptwNC_eventnum_All_NpNpi_Nu_Energy_MAPE_Nu_Theta_MACE_Nu_Phi_MACE_Topology_MAE,0.124589
